,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.71,1.0,0.64,0.87,0.41,0.84,0.66,0.38
PRES_0,1.0,1.0,,1.0,0.64,0.87,0.41,0.84,0.65,0.38
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.71,1.0,1.22,0.87,0.41,0.85,0.65,0.4
DEWP_0,17.25,17.23,,32.45,0.09,20.9,2.5,11.61,,
WSPM_0,1.08,1.08,0.66,1.08,1.16,0.93,0.53,0.93,0.68,0.41
WSPM_1,2.63,2.63,,2.65,0.49,2.52,0.52,2.05,2.17,1.14
PM10_0,1.22,1.22,0.59,1.22,0.62,1.07,0.49,0.84,1.4,1.56
PM10_1,1.86,1.86,,1.85,,1.61,0.74,2.71,0.59,0.37
PM10_2,10.64,10.62,,10.59,,9.09,6.01,18.0,4.07,0.15
