,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.01,2.4,1.64,0.93,1.18,1.96,1.46,0.7,1.25,1.02,0.84
TEMP_0,2.77,1.02,1.34,2.05,2.02,1.02,1.63,0.79,1.43,1.16,0.7
PRES_1,1.28,0.93,1.01,2.05,1.34,0.88,1.26,0.59,1.07,0.92,0.63
PRES_0,1.48,2.8,3.94,1.01,1.62,3.27,2.02,1.02,1.82,1.34,0.97
DEWP_1,1.0,1.46,1.4,0.86,1.01,2.75,1.28,0.72,1.2,0.85,0.63
DEWP_0,2.56,1.24,1.54,2.63,4.61,1.01,1.94,0.77,1.52,1.55,0.98
WSPM_0,0.91,0.88,0.99,0.79,0.93,0.91,1.01,0.59,0.93,0.69,0.47
WSPM_1,3.5,3.23,3.52,3.45,5.15,2.41,4.5,1.11,2.77,4.67,6.41
PM10_0,1.23,1.21,1.32,1.17,1.44,1.05,1.43,0.59,1.02,1.44,6.12
PM10_1,1.81,1.78,2.02,1.49,1.77,2.09,2.01,1.23,2.61,1.04,0.93
PM10_2,5.68,4.21,5.22,4.37,5.28,4.81,5.48,4.25,8.42,4.38,1.05
