,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.15,0.54,1.07,0.6,0.81,1.02,1.06,1.04,0.96,1.01,0.64
TEMP_0,0.6,1.28,0.79,1.09,1.13,0.59,1.12,0.98,1.01,0.97,0.71
PRES_0,1.07,0.7,1.13,0.36,0.81,0.99,1.06,1.0,0.93,1.0,0.68
PRES_1,0.74,1.22,0.45,1.36,1.17,0.57,1.12,1.05,1.07,0.96,0.64
DEWP_0,0.84,1.05,0.83,1.0,1.18,0.42,1.05,1.06,1.01,0.93,0.66
DEWP_1,1.14,0.65,1.13,0.5,0.48,1.26,1.13,0.96,0.94,1.08,0.68
WSPM_0,0.93,0.92,0.95,0.8,0.88,0.89,1.11,0.86,0.92,0.98,0.65
WSPM_1,1.07,0.83,1.0,0.86,1.06,0.87,1.0,1.29,1.09,1.02,0.7
PM10_0,0.96,0.93,0.92,0.9,1.0,0.82,1.07,1.12,1.22,0.75,0.38
PM10_1,1.02,0.88,1.02,0.76,0.91,0.95,1.11,0.97,0.78,1.25,0.61
PM10_2,1.17,1.12,1.27,0.87,1.08,1.17,1.35,0.93,0.37,1.12,1.94
