,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.13,1.0,0.17,0.89,0.31,0.79,0.51,0.14
PRES_0,1.0,1.0,0.17,1.0,0.17,0.89,0.31,0.79,0.51,0.14
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.13,1.0,0.19,0.89,0.31,0.79,0.51,0.14
DEWP_0,67.93,67.87,,72.91,1.28,59.98,15.25,50.46,36.05,
WSPM_0,1.12,1.12,0.15,1.12,0.2,1.0,0.35,0.89,0.56,0.15
WSPM_1,4.28,4.28,,4.28,0.52,3.83,1.12,3.3,2.49,0.59
PM10_0,1.35,1.35,0.14,1.34,0.22,1.2,0.42,1.01,0.79,0.3
PM10_1,2.53,2.53,,2.52,,2.25,0.73,2.22,1.03,0.24
PM10_2,34.69,34.66,,34.57,,30.84,9.71,32.2,15.37,1.22
