,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.74,2.31,0.77,1.63,0.77,1.67,0.91,0.72,0.89,0.81,1.02
TEMP_0,2.37,0.69,1.73,0.74,1.89,0.74,0.93,0.75,0.94,0.85,0.67
PRES_0,0.77,1.66,0.72,2.73,0.78,1.55,0.91,0.73,0.9,0.79,0.9
PRES_1,1.56,0.73,2.68,0.7,1.59,0.76,0.93,0.73,0.91,0.87,0.73
DEWP_1,0.76,1.78,0.78,1.55,0.72,3.0,0.9,0.79,0.91,0.79,0.95
DEWP_0,1.62,0.73,1.51,0.76,3.01,0.7,0.95,0.68,0.91,0.86,0.71
WSPM_0,0.96,0.97,0.96,0.98,0.94,1.03,0.89,0.87,0.94,0.79,0.74
WSPM_1,1.0,0.93,1.02,0.94,1.19,0.85,1.05,0.51,0.81,1.01,1.26
PM10_0,0.96,0.98,0.99,0.97,0.99,0.97,0.93,0.68,0.77,1.14,2.98
PM10_1,0.95,0.97,0.93,1.01,0.93,1.03,0.91,0.79,1.26,0.61,0.75
PM10_2,1.28,0.78,1.13,0.84,1.19,0.84,0.91,0.94,1.77,0.86,0.3
