,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.36,0.43,1.29,0.63,1.31,0.6,1.1,1.38,1.13,1.23,0.97
TEMP_0,0.42,1.46,0.59,1.35,0.53,1.36,1.08,1.35,1.07,1.19,1.5
PRES_0,1.3,0.58,1.38,0.37,1.28,0.65,1.1,1.37,1.1,1.26,1.08
PRES_1,0.64,1.37,0.37,1.43,0.64,1.31,1.07,1.36,1.1,1.16,1.4
DEWP_1,1.31,0.56,1.28,0.64,1.39,0.33,1.12,1.24,1.1,1.26,1.03
DEWP_0,0.61,1.38,0.65,1.33,0.33,1.43,1.06,1.49,1.11,1.16,1.44
WSPM_0,1.04,1.03,1.04,1.02,1.06,0.97,1.12,1.14,1.08,1.23,1.28
WSPM_1,1.02,1.06,1.0,1.07,0.89,1.18,0.95,1.96,1.19,1.14,1.13
PM10_0,1.04,1.02,1.01,1.04,1.01,1.03,1.07,1.55,1.3,0.87,0.61
PM10_1,1.06,1.03,1.07,0.99,1.06,0.98,1.11,1.13,0.83,1.65,1.15
PM10_2,0.8,1.27,0.93,1.18,0.86,1.18,1.12,0.81,0.28,1.19,3.36
