,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.03,28.24,2.76,1.18,1.35,5.28,1.89,1.87,1.84,1.86,2.59
TEMP_0,32.12,1.04,1.57,6.76,3.87,1.23,2.13,2.15,2.2,2.17,1.63
PRES_1,2.22,1.13,1.02,22.67,2.02,1.09,1.55,1.38,1.44,1.66,1.55
PRES_0,1.82,8.98,43.07,1.05,1.98,12.33,2.82,3.64,3.26,2.52,2.81
DEWP_1,1.16,2.94,2.14,1.1,1.02,38.26,1.5,3.07,1.9,1.33,1.53
DEWP_0,7.41,1.51,1.87,11.04,62.7,1.03,3.02,1.49,2.12,4.05,2.88
WSPM_0,1.17,1.17,1.19,1.13,1.08,1.36,1.06,3.11,1.3,1.05,1.01
WSPM_1,6.76,6.89,6.18,8.53,13.76,3.76,18.16,1.47,4.34,23.02,70.18
PM10_0,1.74,1.85,1.69,2.0,2.09,1.44,1.96,1.18,1.07,10.24,
PM10_1,2.91,2.98,3.22,2.53,2.41,4.55,2.65,7.94,17.15,1.15,7.5
PM10_2,15.47,8.66,11.41,11.09,10.7,12.42,9.87,71.06,,30.61,1.16
