,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.19,1.02,0.66,1.0,0.4,1.14,1.44,1.13,1.37,0.96
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.24,1.03,0.44,1.0,0.35,1.14,1.46,1.14,1.34,0.92
PRES_0,1.0,,0.92,3.62,1.0,1.07,1.16,1.16,1.01,1.77,1.4
DEWP_0,1.0,0.22,1.02,0.66,1.0,0.37,1.14,1.45,1.13,1.37,0.95
DEWP_1,1.0,,1.04,,1.0,13.63,1.16,,0.96,1.66,
WSPM_0,1.0,0.24,1.02,0.65,1.0,0.3,1.16,1.28,1.09,1.44,1.0
WSPM_1,1.0,,1.02,0.71,1.0,,1.1,1.89,1.24,1.15,0.81
PM10_0,1.0,0.25,1.03,0.57,1.0,0.41,1.13,1.77,1.29,1.12,0.53
PM10_1,1.0,0.27,1.02,0.8,1.0,0.35,1.16,1.11,1.07,1.79,1.04
PM10_2,1.0,,1.01,0.83,1.0,0.56,1.16,0.62,0.5,1.57,2.83
