,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.2,0.36,0.22,0.3,0.19,0.47,0.16,0.47,0.21,0.29,1.23
TEMP_0,0.21,0.15,0.13,0.32,0.19,0.19,0.11,0.35,0.16,0.2,0.6
PRES_1,0.49,0.45,0.35,0.93,0.46,0.56,0.31,0.96,0.42,0.56,1.91
PRES_0,0.06,0.11,0.07,0.07,0.05,0.14,0.04,0.12,0.06,0.08,0.28
DEWP_1,0.34,0.51,0.35,0.48,0.3,0.83,0.25,0.76,0.35,0.45,1.57
DEWP_0,0.12,0.08,0.07,0.19,0.13,0.09,0.06,0.18,0.08,0.11,0.4
WSPM_0,0.98,1.14,0.86,1.43,0.9,1.49,0.67,2.07,0.92,1.17,3.85
WSPM_1,0.01,0.01,,0.01,0.01,0.01,,0.01,,0.01,0.08
PM10_0,0.28,0.31,0.24,0.45,0.28,0.37,0.19,0.54,0.24,0.38,3.1
PM10_1,0.06,0.07,0.05,0.08,0.05,0.11,0.04,0.14,0.06,0.07,0.2
PM10_2,,,,,,,,,,,
