,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,3.08,0.99,1.41,1.0,2.07,0.95,0.93,0.99,0.95,1.2
TEMP_1,,,,,,,,,,,
PRES_1,0.95,2.52,0.93,1.82,0.95,2.16,0.9,0.88,0.93,0.92,1.17
PRES_0,0.14,,0.16,0.07,0.14,0.15,0.13,0.12,0.14,0.11,0.12
DEWP_0,1.0,2.75,0.99,1.41,1.0,2.26,0.94,0.93,0.99,0.95,1.2
DEWP_1,0.01,,0.01,,0.01,,0.01,,,0.01,
WSPM_0,0.8,1.87,0.8,1.01,0.8,1.31,0.74,0.83,0.82,0.69,0.82
WSPM_1,0.37,,0.36,0.82,0.37,,0.36,0.27,0.32,0.52,1.09
PM10_0,0.67,1.77,0.66,1.33,0.67,,0.64,0.57,0.59,0.77,1.83
PM10_1,0.4,0.97,0.4,0.41,0.4,0.55,0.37,0.46,0.47,0.3,0.38
PM10_2,0.19,,0.19,0.23,0.19,0.17,0.18,0.19,0.27,0.17,0.12
