,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.16,1.02,0.59,1.0,0.32,1.13,1.33,1.09,1.25,0.83
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.2,1.03,0.36,1.0,0.28,1.13,1.36,1.1,1.22,0.8
PRES_0,1.0,,0.83,3.61,1.0,0.9,1.16,0.96,0.86,1.72,1.34
DEWP_0,1.0,0.18,1.02,0.58,1.0,0.28,1.13,1.33,1.09,1.25,0.83
DEWP_1,1.0,,1.04,,1.0,13.63,1.16,,,1.66,
WSPM_0,1.0,0.23,1.02,0.59,1.0,0.23,1.16,1.14,1.04,1.35,0.89
WSPM_1,1.0,,1.02,0.57,1.0,,1.06,1.87,1.22,0.98,0.68
PM10_0,1.0,0.18,1.02,0.46,1.0,,1.11,1.68,1.29,0.96,0.39
PM10_1,1.0,0.27,1.01,0.77,1.0,0.29,1.16,0.93,0.96,1.77,0.92
PM10_2,1.0,,1.01,0.81,1.0,0.56,1.16,0.54,0.4,1.45,2.8
