,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.31,1.03,0.77,1.0,0.57,1.17,1.52,1.14,1.42,1.04
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.39,1.04,0.47,1.0,0.49,1.16,1.55,1.16,1.38,0.99
PRES_0,1.0,,0.84,4.71,1.0,1.62,1.2,1.1,0.91,1.95,1.67
DEWP_0,1.0,0.36,1.03,0.76,1.0,0.5,1.17,1.52,1.15,1.42,1.04
DEWP_1,1.0,,1.04,,1.0,24.42,1.2,,,1.87,
WSPM_0,1.0,0.44,1.03,0.77,1.0,0.41,1.19,1.3,1.1,1.53,1.11
WSPM_1,1.0,,1.02,0.74,1.0,,1.1,2.14,1.29,1.11,0.84
PM10_0,1.0,0.35,1.03,0.6,1.0,,1.15,1.92,1.36,1.09,0.49
PM10_1,1.0,0.53,1.02,1.0,1.0,0.52,1.19,1.07,1.02,2.01,1.15
PM10_2,1.0,,1.02,1.06,1.0,1.01,1.2,0.61,0.42,1.64,3.49
