,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.87,1.1,1.09,2.68,1.51,1.11,1.03,6.35,1.55,2.6,6.86
TEMP_0,1.05,2.12,1.36,1.37,0.96,2.45,1.0,6.21,1.48,2.5,7.76
PRES_1,1.48,2.04,1.52,1.43,1.23,2.36,1.09,6.82,1.64,2.7,8.03
PRES_0,1.61,0.99,0.68,2.88,1.35,0.93,0.93,5.55,1.36,2.37,6.29
DEWP_1,1.84,1.41,1.18,2.65,1.61,1.02,1.08,5.85,1.54,2.86,7.75
DEWP_0,1.01,1.96,1.3,1.26,0.63,2.61,0.94,6.85,1.5,2.13,6.75
WSPM_0,1.76,1.89,1.4,2.44,1.48,2.05,1.17,6.62,1.7,2.97,8.41
WSPM_1,1.06,1.3,0.93,1.63,0.85,1.7,0.72,6.32,1.22,1.71,6.33
PM10_0,1.56,1.68,1.28,2.14,1.26,2.1,1.04,7.66,1.77,2.14,5.62
PM10_1,1.43,1.52,1.09,2.0,1.22,1.5,0.93,4.4,1.23,2.87,6.4
PM10_2,0.89,1.24,0.81,1.51,0.81,1.14,0.66,1.26,0.26,1.78,10.92
