,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.11,1.0,0.15,0.89,0.27,0.77,0.48,0.12
PRES_0,1.0,1.0,0.14,1.0,0.15,0.89,0.27,0.77,0.48,0.12
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.11,1.0,0.17,0.89,0.27,0.77,0.48,0.12
DEWP_0,65.96,65.9,,65.74,1.21,58.65,15.25,48.99,31.22,1.93
WSPM_0,1.12,1.12,0.16,1.12,0.18,1.0,0.31,0.87,0.53,0.13
WSPM_1,4.29,4.28,,4.27,0.49,3.81,1.08,3.27,2.33,0.56
PM10_0,1.35,1.35,0.12,1.34,0.2,1.2,0.37,1.01,0.71,0.24
PM10_1,2.53,2.53,,2.52,0.37,2.25,0.66,2.06,1.02,0.2
PM10_2,34.69,34.66,,34.57,,30.84,9.32,31.09,14.6,1.2
