,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.48,3.01,2.41,10.14,2.88,8.3,2.03,16.11,5.42,8.09,910.52
TEMP_0,0.56,9.71,1.07,13.08,2.71,3.1,1.49,8.55,3.75,4.97,665.74
PRES_0,3.41,7.82,2.85,3.65,3.19,8.94,2.3,16.39,5.72,8.91,1095.97
PRES_1,1.06,7.4,0.27,14.14,2.4,2.38,1.22,8.41,3.43,4.13,476.26
DEWP_0,2.17,10.66,1.69,16.96,4.18,1.76,1.87,15.19,5.5,6.79,837.67
DEWP_1,2.35,4.67,1.81,6.21,0.68,7.64,1.65,9.45,3.64,6.24,737.92
WSPM_0,2.85,11.19,2.33,16.11,3.55,8.18,2.66,10.22,5.78,8.86,1106.46
WSPM_1,1.71,4.6,1.22,8.4,2.12,3.54,0.76,12.5,3.38,4.19,464.13
PM10_0,2.15,7.8,1.6,12.82,2.91,5.06,1.6,12.91,5.98,3.05,
PM10_1,1.99,6.49,1.57,9.48,2.24,5.41,1.55,9.73,1.88,7.81,455.12
PM10_2,0.38,1.41,0.33,1.8,0.45,1.1,0.33,1.72,,0.75,410.46
