,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,4.83,3.56,1.74,18.27,2.75,6.04,0.92,285.04,3.52,17.76,948.27
TEMP_0,2.32,6.58,1.98,8.38,1.6,11.97,0.81,248.88,3.03,15.62,1010.3
PRES_1,4.38,8.1,2.85,10.86,2.61,14.86,1.13,355.67,4.34,21.57,1324.54
PRES_0,3.0,2.35,0.74,14.34,1.79,3.59,0.59,178.24,2.21,11.8,641.14
DEWP_1,5.31,5.27,2.09,20.32,3.32,5.78,1.08,287.45,3.88,22.02,1235.41
DEWP_0,1.94,5.21,1.63,6.51,0.85,11.05,0.65,240.96,2.66,11.22,730.02
WSPM_0,6.42,9.08,3.17,23.82,3.86,15.71,1.48,412.97,5.48,29.03,1708.87
WSPM_1,1.04,1.68,0.57,4.12,0.58,3.53,0.24,111.86,1.06,4.4,307.29
PM10_0,4.15,5.92,2.13,15.0,2.38,11.8,0.96,357.62,4.21,14.78,769.58
PM10_1,2.62,3.66,1.24,9.88,1.61,5.69,0.59,134.74,1.92,14.42,645.43
PM10_2,0.59,1.08,0.34,2.67,0.39,1.61,0.15,14.77,0.12,3.13,414.19
