,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.36,0.73,0.93,1.41,1.23,0.63,1.07,1.76,1.18,1.36,1.3
TEMP_0,0.79,1.45,1.2,0.74,0.81,1.44,1.07,1.78,1.16,1.35,1.52
PRES_1,1.02,1.29,1.23,0.71,0.95,1.27,1.07,1.8,1.18,1.34,1.45
PRES_0,1.31,0.73,0.64,1.69,1.23,0.59,1.07,1.72,1.15,1.38,1.33
DEWP_1,1.29,0.9,0.97,1.34,1.27,0.56,1.08,1.56,1.12,1.44,1.42
DEWP_0,0.79,1.42,1.21,0.72,0.56,1.61,1.06,2.07,1.24,1.21,1.39
WSPM_0,1.14,1.12,1.06,1.14,1.07,1.04,1.08,1.63,1.15,1.38,1.42
WSPM_1,1.06,1.19,1.1,1.18,0.95,1.34,1.03,2.42,1.28,1.23,1.66
PM10_0,1.12,1.1,1.08,1.11,1.02,1.18,1.07,2.1,1.32,1.1,1.05
PM10_1,1.16,1.13,1.04,1.17,1.12,0.95,1.08,1.36,1.04,1.68,1.36
PM10_2,1.01,1.29,1.09,1.24,1.03,1.01,1.08,0.55,0.3,1.45,3.25
