,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.38,0.97,0.61,1.0,0.33,0.87,0.62,0.84,0.66,0.61
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.33,0.98,0.87,1.02,0.37,0.88,0.63,0.85,0.68,0.64
PRES_0,1.82,,2.22,0.4,1.82,0.33,1.56,1.08,1.69,1.01,0.82
DEWP_0,1.0,0.34,0.97,0.61,1.0,0.37,0.87,0.62,0.84,0.66,0.61
DEWP_1,3.71,,3.66,,3.71,0.15,3.39,,,1.99,
WSPM_0,1.07,0.31,1.05,0.59,1.07,0.29,0.9,0.76,0.95,0.64,0.57
WSPM_1,1.35,,1.31,1.28,1.35,,1.26,0.65,1.01,1.36,1.98
PM10_0,1.13,0.34,1.09,0.97,1.13,,0.99,0.63,0.84,0.92,1.72
PM10_1,1.32,,1.31,0.6,1.32,0.29,1.12,1.05,1.37,0.67,0.66
PM10_2,1.64,,1.6,0.84,1.63,0.25,1.42,1.15,2.12,1.03,0.48
