,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.73,1.19,1.01,0.71,0.81,1.27,0.92,0.49,0.81,0.69,0.78
TEMP_0,1.14,0.69,0.83,1.13,1.18,0.71,0.93,0.52,0.86,0.7,0.55
PRES_1,0.94,0.75,0.81,1.23,1.02,0.77,0.93,0.52,0.84,0.71,0.64
PRES_0,0.75,1.28,1.29,0.59,0.81,1.45,0.92,0.47,0.82,0.67,0.64
DEWP_1,0.76,1.05,0.99,0.72,0.79,1.48,0.92,0.51,0.84,0.67,0.63
DEWP_0,1.15,0.69,0.82,1.34,1.59,0.62,0.94,0.49,0.81,0.74,0.67
WSPM_0,0.85,0.88,0.92,0.81,0.9,0.94,0.92,0.53,0.85,0.66,0.59
WSPM_1,0.94,0.76,0.87,1.04,1.19,0.7,0.95,0.41,0.75,1.0,2.52
PM10_0,0.87,0.85,0.91,0.91,0.99,0.82,0.93,0.47,0.75,0.79,2.18
PM10_1,0.84,0.9,0.93,0.75,0.86,1.05,0.93,0.56,0.96,0.59,0.48
PM10_2,0.92,0.77,0.89,0.85,0.95,0.86,0.93,0.46,1.06,0.68,0.31
