,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,4.51,1.06,2.23,1.0,5.9,1.32,2.6,1.42,2.32,2.5
TEMP_1,,,,,,,,,,,
PRES_1,1.0,5.64,1.07,1.37,1.0,5.09,1.31,2.65,1.44,2.26,2.39
PRES_0,1.0,,0.86,13.71,1.0,16.68,1.35,1.88,1.12,3.2,4.03
DEWP_0,1.0,5.27,1.06,2.21,1.0,5.17,1.32,2.6,1.42,2.32,2.49
DEWP_1,1.0,,1.07,,1.0,252.0,1.35,,,3.07,
WSPM_0,1.0,6.43,1.06,2.25,1.0,4.28,1.35,2.22,1.36,2.5,2.67
WSPM_1,1.0,,1.05,2.16,1.0,,1.24,3.65,1.59,1.82,2.03
PM10_0,1.0,5.12,1.06,1.75,1.0,,1.3,3.28,1.68,1.78,1.18
PM10_1,1.0,7.72,1.05,2.91,1.0,5.42,1.35,1.82,1.26,3.29,2.76
PM10_2,1.0,,1.05,3.09,1.0,10.41,1.35,1.05,0.52,2.69,8.39
