,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.19,0.99,1.13,0.79,0.99,1.18,1.17,1.38,1.18,1.25,1.15
TEMP_0,0.9,1.37,0.92,1.29,1.21,0.72,1.19,1.38,1.21,1.25,1.22
PRES_0,1.16,1.04,1.16,0.73,1.0,1.14,1.16,1.37,1.16,1.25,1.13
PRES_1,0.93,1.34,0.79,1.43,1.22,0.7,1.2,1.4,1.25,1.25,1.28
DEWP_0,1.0,1.28,0.96,1.17,1.22,0.72,1.16,1.36,1.19,1.22,1.25
DEWP_1,1.21,0.95,1.17,0.76,0.87,1.33,1.2,1.41,1.19,1.3,1.08
WSPM_0,1.07,1.13,1.02,1.02,1.04,1.0,1.16,1.35,1.16,1.23,1.09
WSPM_1,1.14,1.18,1.11,0.99,1.14,1.07,1.21,1.44,1.25,1.3,1.37
PM10_0,1.08,1.15,1.04,1.04,1.09,1.02,1.18,1.4,1.28,1.18,1.18
PM10_1,1.12,1.16,1.06,1.0,1.08,1.04,1.2,1.41,1.2,1.34,1.04
PM10_2,1.28,1.38,1.33,1.16,1.28,1.22,1.35,1.46,0.76,1.47,2.26
