,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,1.38,1.0,1.48,1.08,1.91,1.13,1.39,2.09
PRES_0,1.0,1.0,,1.0,1.48,1.08,1.91,1.13,1.39,2.1
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,1.38,1.0,1.12,1.08,1.91,1.13,1.39,2.11
DEWP_0,1.04,1.04,,0.97,14.69,1.06,2.28,1.27,1.51,
WSPM_0,1.0,1.0,1.53,1.0,1.16,1.08,1.83,1.13,1.38,2.16
WSPM_1,1.0,1.0,,1.0,2.67,1.07,2.33,1.13,1.44,1.68
PM10_0,1.0,1.0,1.68,1.0,1.77,1.08,2.0,1.21,1.18,1.64
PM10_1,1.0,1.0,,1.0,,1.08,1.68,1.0,1.79,2.63
PM10_2,1.0,1.0,,1.0,,1.08,1.78,0.74,1.88,8.6
