,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.01,1089852574756.07,1.39,77228.66,1.01,51922092376.19,4.29,451.17,11.02,263.46,12617.74
TEMP_1,,,,,,,,,,,
PRES_1,1.01,1520637312906.97,1.43,39235.83,1.01,44891303762.36,4.27,461.63,11.29,252.49,11883.57
PRES_0,1.01,,0.89,585097.46,1.02,145238590007.2,4.52,303.02,7.46,412.1,22234.46
DEWP_0,1.01,1419214537057.69,1.39,76401.21,1.01,41897164002.39,4.29,451.56,11.06,263.39,12557.69
DEWP_1,1.01,,1.36,,1.02,3447505478592.0,4.56,,,325.23,
WSPM_0,1.01,1842548338810.04,1.39,79601.49,1.01,49742887053.75,4.5,343.23,10.2,296.77,14046.15
WSPM_1,1.01,,1.4,70165.51,1.02,,3.69,753.79,13.35,169.82,8525.32
PM10_0,1.01,1486277142410.39,1.41,51387.51,1.01,,4.13,595.58,14.19,167.73,3990.6
PM10_1,1.01,,1.36,113098.01,1.01,64227926777.21,4.52,269.18,8.08,443.71,13406.49
PM10_2,1.0,,1.35,123663.07,1.01,142368829287.83,4.5,168.65,2.57,301.11,53856.34
