,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.04,0.9,1.25,0.93,1.12,0.79,1.9,0.97,1.23,2.52
TEMP_0,0.94,1.0,0.84,1.13,0.87,1.12,0.74,1.79,0.92,1.19,2.23
PRES_1,1.12,1.18,1.0,1.39,1.03,1.31,0.88,2.13,1.09,1.4,2.76
PRES_0,0.8,0.84,0.7,1.0,0.75,0.93,0.63,1.5,0.78,0.99,1.88
DEWP_1,1.08,1.15,0.97,1.34,1.0,1.24,0.85,1.97,1.04,1.35,2.6
DEWP_0,0.84,0.9,0.76,1.08,0.79,1.0,0.67,1.68,0.83,1.05,2.09
WSPM_0,1.27,1.34,1.14,1.56,1.16,1.5,1.0,2.4,1.24,1.56,2.98
WSPM_1,0.53,0.56,0.47,0.72,0.53,0.6,0.42,1.0,0.5,0.77,2.51
PM10_0,1.02,1.08,0.92,1.29,0.96,1.21,0.81,2.02,1.0,1.27,4.99
PM10_1,0.81,0.86,0.72,0.97,0.73,0.96,0.63,1.42,0.81,1.0,1.7
PM10_2,0.41,0.43,0.36,0.53,0.38,0.47,0.32,0.47,0.21,0.53,1.0
