,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.77,12.45,0.95,2.69,1.72,0.9,1.35,1.04,1.27,1.17,1.3
TEMP_0,14.63,0.61,2.54,0.79,1.01,3.24,1.26,2.0,1.37,1.56,1.33
PRES_0,0.92,2.06,0.79,23.35,1.63,0.88,1.19,1.18,1.32,1.09,1.04
PRES_1,3.28,0.85,29.92,0.55,1.01,4.56,1.53,1.54,1.28,1.84,2.07
DEWP_0,1.77,0.88,1.73,0.83,0.73,17.13,1.39,1.07,1.1,1.46,1.45
DEWP_1,1.02,3.14,1.03,4.03,19.0,0.64,1.24,1.82,1.72,1.18,1.19
WSPM_0,1.3,1.04,1.19,1.17,1.31,1.05,0.9,3.0,1.31,1.1,1.01
WSPM_1,1.31,2.06,1.52,1.57,1.29,2.03,3.89,0.71,1.3,1.79,2.27
PM10_0,1.4,1.27,1.49,1.13,1.17,1.65,1.47,1.15,0.72,5.71,
PM10_1,1.34,1.53,1.3,1.67,1.64,1.2,1.32,1.62,5.93,0.71,3.15
PM10_2,2.88,2.4,2.37,3.52,3.01,2.33,2.32,3.73,,5.84,0.29
