,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,380.84,1.04,9.6,1.0,140.1,1.17,2.36,1.43,2.24,5.65
TEMP_1,,,,,,,,,,,
PRES_1,0.81,275.28,0.84,9.91,0.81,127.37,0.95,1.92,1.15,1.82,4.67
PRES_0,,,,,,0.02,,,,,
DEWP_0,0.99,350.5,1.04,9.57,0.99,148.89,1.17,2.35,1.42,2.22,5.63
DEWP_1,,,,,,,,,,,
WSPM_0,0.4,121.69,0.42,3.48,0.4,42.51,0.47,1.03,0.6,0.83,1.96
WSPM_1,0.02,,0.02,0.27,0.02,,0.02,0.04,0.02,0.06,0.25
PM10_0,0.2,85.93,0.21,2.72,0.2,,0.24,0.45,0.26,0.51,2.22
PM10_1,0.02,6.02,0.03,0.17,0.02,2.41,0.03,0.07,0.04,0.05,0.11
PM10_2,,,,0.01,,0.08,,,,,
