,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.95,1.04,0.91,1.04,0.84,1.12,0.71,1.0,0.89,0.67
TEMP_0,1.04,1.0,1.09,0.88,1.06,0.97,1.16,0.76,1.06,0.92,0.62
PRES_1,0.96,0.91,1.0,0.86,0.98,0.87,1.07,0.71,0.97,0.85,0.61
PRES_0,1.1,1.09,1.14,1.0,1.16,0.98,1.25,0.76,1.11,0.99,0.68
DEWP_1,0.96,0.94,1.01,0.86,1.0,0.86,1.08,0.67,0.97,0.86,0.6
DEWP_0,1.09,1.04,1.15,1.0,1.14,1.0,1.23,0.83,1.12,0.96,0.71
WSPM_0,0.89,0.86,0.93,0.78,0.91,0.82,1.0,0.64,0.9,0.78,0.53
WSPM_1,1.41,1.28,1.43,1.43,1.55,1.23,1.56,1.0,1.37,1.44,2.03
PM10_0,0.99,0.93,1.04,0.92,1.04,0.9,1.11,0.74,1.0,0.87,1.02
PM10_1,1.12,1.11,1.17,0.95,1.14,1.05,1.26,0.78,1.18,1.0,0.6
PM10_2,1.53,1.56,1.66,1.45,1.61,1.36,1.76,0.63,1.12,1.44,1.0
