,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.65,1.24,1.4,0.86,1.08,1.8,1.52,2.74,1.71,2.07,3.16
TEMP_0,0.86,2.45,0.84,2.21,1.65,0.62,1.49,2.62,1.7,1.87,3.34
PRES_0,1.56,1.4,1.51,0.64,1.12,1.74,1.51,2.72,1.67,2.07,3.27
PRES_1,0.9,2.33,0.55,2.84,1.66,0.55,1.49,2.65,1.76,1.83,3.15
DEWP_0,1.12,2.24,0.96,1.95,1.76,0.61,1.49,2.67,1.73,1.89,3.45
DEWP_1,1.61,1.07,1.46,0.69,0.73,2.25,1.52,2.73,1.68,2.12,2.95
WSPM_0,1.33,1.71,1.18,1.43,1.26,1.35,1.52,2.63,1.67,2.01,3.18
WSPM_1,1.34,1.75,1.18,1.34,1.38,1.29,1.48,2.81,1.78,1.95,3.33
PM10_0,1.27,1.74,1.11,1.51,1.37,1.25,1.49,2.8,2.05,1.69,2.13
PM10_1,1.39,1.66,1.21,1.3,1.22,1.4,1.52,2.69,1.56,2.31,2.95
PM10_2,1.39,1.88,1.4,1.29,1.35,1.44,1.52,2.16,0.55,2.07,10.52
