,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.48,1.0,0.42,0.86,0.25,0.76,0.49,0.2
PRES_0,1.0,1.0,0.83,1.0,0.42,0.86,0.25,0.76,0.49,0.2
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.48,1.0,0.58,0.86,0.25,0.76,0.49,0.21
DEWP_0,284.65,284.32,,325.37,1.5,243.39,41.26,191.48,142.0,
WSPM_0,1.17,1.17,0.59,1.16,0.61,1.0,0.31,0.89,0.56,0.23
WSPM_1,6.96,6.95,,6.95,1.34,6.0,1.25,5.12,3.99,1.44
PM10_0,1.49,1.49,0.48,1.48,0.53,1.28,0.37,1.01,0.95,0.67
PM10_1,3.45,3.45,,3.44,,2.95,0.82,3.23,1.06,0.35
PM10_2,113.13,113.0,,112.63,,96.73,26.1,129.04,38.73,1.5
