,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.08,0.11,0.09,0.15,0.12,0.07,0.09,0.05,0.08,0.06,0.04
TEMP_0,0.03,0.01,0.03,0.01,0.02,0.04,0.02,0.01,0.02,0.01,0.01
PRES_0,0.12,0.13,0.12,0.29,0.17,0.11,0.12,0.07,0.11,0.09,0.05
PRES_1,0.02,0.01,0.02,,0.01,0.03,0.01,0.01,0.01,0.01,0.01
DEWP_0,0.09,0.04,0.1,0.05,0.06,0.15,0.07,0.04,0.06,0.05,0.03
DEWP_1,0.02,0.04,0.03,0.05,0.05,0.02,0.02,0.01,0.02,0.02,0.01
WSPM_0,0.14,0.11,0.15,0.14,0.15,0.13,0.12,0.07,0.11,0.09,0.05
WSPM_1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01
PM10_0,0.04,0.03,0.05,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.04
PM10_1,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.01
PM10_2,,,,,,,,,,,
