,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.79,3.19,0.88,1.49,1.18,0.86,1.05,0.92,1.02,0.98,1.02
TEMP_0,3.17,0.65,1.33,0.74,0.84,1.49,0.93,1.18,0.97,1.04,0.97
PRES_0,0.88,1.31,0.82,4.45,1.17,0.86,1.0,1.0,1.06,0.96,0.94
PRES_1,1.45,0.75,4.38,0.6,0.81,1.73,1.0,1.0,0.91,1.1,1.17
DEWP_0,1.19,0.83,1.17,0.81,0.76,3.66,1.05,0.92,0.93,1.08,1.08
DEWP_1,0.85,1.51,0.86,1.69,3.7,0.68,0.95,1.14,1.11,0.92,0.92
WSPM_0,1.05,0.94,1.0,0.99,1.06,0.94,0.87,1.59,1.05,0.96,0.92
WSPM_1,0.93,1.15,0.99,1.01,0.91,1.15,1.59,0.68,0.92,1.08,1.23
PM10_0,1.02,0.97,1.05,0.92,0.93,1.11,1.04,0.93,0.73,2.07,
PM10_1,0.97,1.05,0.96,1.09,1.08,0.92,0.97,1.07,2.05,0.71,1.5
PM10_2,1.04,0.94,0.94,1.14,1.06,0.94,0.94,1.16,,1.47,0.33
