,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.24,0.65,0.89,1.16,1.16,0.54,1.09,1.2,1.08,1.12,0.79
TEMP_0,0.72,1.29,1.15,0.62,0.77,1.22,1.09,1.22,1.08,1.12,0.93
PRES_1,0.91,1.12,1.15,0.58,0.88,1.06,1.07,1.2,1.07,1.08,0.87
PRES_0,1.23,0.67,0.64,1.44,1.2,0.52,1.12,1.21,1.09,1.17,0.84
DEWP_1,1.16,0.79,0.91,1.09,1.18,0.46,1.08,1.05,1.02,1.17,0.85
DEWP_0,0.74,1.28,1.18,0.61,0.54,1.39,1.1,1.44,1.17,1.02,0.87
WSPM_0,1.0,0.95,0.98,0.91,0.97,0.85,1.05,1.07,1.02,1.09,0.83
WSPM_1,1.07,1.16,1.15,1.07,0.99,1.24,1.15,1.81,1.3,1.12,1.11
PM10_0,1.02,0.97,1.02,0.91,0.95,0.99,1.07,1.42,1.21,0.9,0.64
PM10_1,1.09,1.03,1.03,1.0,1.09,0.83,1.13,0.96,0.99,1.43,0.85
PM10_2,1.05,1.3,1.19,1.17,1.11,0.98,1.25,0.43,0.32,1.36,2.26
