,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.32,0.97,0.57,1.0,0.29,0.86,0.6,0.83,0.64,0.58
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.28,0.98,0.82,1.02,0.32,0.88,0.62,0.84,0.66,0.61
PRES_0,2.22,,2.71,0.46,2.22,0.34,1.89,1.28,2.03,1.19,0.95
DEWP_0,1.0,0.28,0.97,0.57,1.0,0.32,0.86,0.6,0.83,0.64,0.58
DEWP_1,5.75,,5.66,,5.75,0.2,5.22,,,2.98,
WSPM_0,1.09,0.26,1.07,0.56,1.09,0.26,0.92,0.75,0.96,0.64,0.55
WSPM_1,1.5,,1.44,1.33,1.49,,1.38,0.7,1.1,1.46,2.07
PM10_0,1.17,0.3,1.13,0.94,1.17,,1.02,0.64,0.86,0.93,1.69
PM10_1,1.45,,1.43,0.61,1.44,0.28,1.22,1.11,1.48,0.71,0.68
PM10_2,1.93,,1.89,0.93,1.93,0.25,1.66,1.31,2.47,1.17,0.54
