,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.96,0.26,1.0,0.05,0.86,0.51,0.76,0.54,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.02,0.04,1.0,0.04,0.85,0.52,0.8,0.51,0.31
PRES_0,1.0,,0.16,3.22,0.99,,0.96,0.35,0.36,0.96,0.6
DEWP_0,1.0,,0.96,0.26,1.0,,0.86,0.51,0.77,0.54,0.33
DEWP_1,1.0,,0.71,,,12.65,0.98,,,,
WSPM_0,1.0,,0.96,0.29,1.0,0.06,1.06,0.17,0.64,0.67,0.42
WSPM_1,1.0,,0.99,0.18,1.0,,0.28,1.49,1.12,0.18,0.1
PM10_0,1.0,,1.0,0.13,1.0,,0.71,0.77,1.23,0.1,
PM10_1,1.0,,0.91,0.45,1.0,,1.07,0.15,0.14,1.56,0.13
PM10_2,1.0,,0.9,0.48,0.99,,1.09,0.12,,0.22,2.6
