,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.07,8.92,1.0,119.69,1.37,3.51,1.62,3.08,6.29
TEMP_1,,,,,,,,,,,
PRES_1,0.98,219.09,1.07,5.47,0.98,110.86,1.34,3.49,1.61,2.95,6.02
PRES_0,0.51,,0.38,13.85,0.52,,0.74,1.42,0.63,2.04,4.19
DEWP_0,1.0,215.34,1.07,8.84,1.0,100.01,1.37,3.51,1.62,3.08,6.26
DEWP_1,0.23,,0.19,,0.21,282.89,0.35,,,0.88,
WSPM_0,0.93,221.16,0.99,8.4,0.93,107.76,1.34,2.56,1.42,3.05,6.19
WSPM_1,0.72,,0.77,6.17,0.72,,0.81,3.61,1.32,1.74,3.77
PM10_0,0.88,213.91,0.95,6.01,0.88,,1.14,3.69,1.68,1.86,2.63
PM10_1,0.74,,0.77,8.11,0.74,85.51,1.07,1.68,0.88,3.26,4.22
PM10_2,0.58,,0.6,6.96,0.58,121.05,0.84,0.99,0.24,1.76,8.49
