,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.9,1.02,0.88,0.99,0.93,1.02,0.87,0.94,0.91,0.6
TEMP_0,1.09,1.0,1.12,0.96,1.08,0.99,1.13,0.96,1.06,1.03,0.7
PRES_0,0.98,0.88,1.0,0.86,0.97,0.9,1.0,0.85,0.92,0.89,0.58
PRES_1,1.13,1.04,1.14,1.0,1.12,1.07,1.17,0.99,1.1,1.07,0.77
DEWP_0,1.01,0.92,1.03,0.89,1.0,0.92,1.04,0.89,0.97,0.93,0.65
DEWP_1,1.08,0.97,1.11,0.91,1.07,1.0,1.11,0.93,1.01,0.99,0.63
WSPM_0,0.97,0.88,0.99,0.86,0.96,0.88,1.0,0.85,0.92,0.89,0.57
WSPM_1,1.17,1.04,1.19,0.98,1.13,1.12,1.17,1.0,1.08,1.07,0.82
PM10_0,1.06,0.96,1.08,0.93,1.04,0.99,1.08,0.93,1.0,0.97,0.89
PM10_1,1.09,0.97,1.09,0.93,1.08,0.98,1.12,0.95,1.07,1.0,0.59
PM10_2,1.63,1.46,1.75,1.43,1.64,1.59,1.68,1.27,1.06,1.5,1.0
