,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,2.74,3.12,2.14,2.5,1.92,4.1,2.31,8.0,3.58,4.88,36.78
TEMP_0,1.43,6.16,1.29,6.41,2.94,1.41,2.26,7.64,3.55,4.4,38.88
PRES_0,2.6,3.53,2.31,1.86,1.99,3.97,2.3,7.92,3.5,4.89,38.11
PRES_1,1.49,5.86,0.84,8.24,2.96,1.24,2.26,7.74,3.69,4.3,36.68
DEWP_0,1.86,5.63,1.47,5.67,3.14,1.39,2.27,7.78,3.61,4.45,40.2
DEWP_1,2.68,2.68,2.22,2.0,1.3,5.12,2.32,7.95,3.51,4.99,34.31
WSPM_0,2.21,4.29,1.8,4.15,2.26,3.08,2.31,7.68,3.49,4.73,37.0
WSPM_1,2.23,4.4,1.81,3.88,2.46,2.92,2.25,8.2,3.72,4.6,38.79
PM10_0,2.11,4.38,1.7,4.38,2.45,2.83,2.27,8.17,4.28,3.98,24.79
PM10_1,2.31,4.18,1.85,3.78,2.18,3.18,2.31,7.83,3.26,5.43,34.3
PM10_2,2.31,4.73,2.13,3.74,2.4,3.28,2.31,6.29,1.14,4.88,122.49
