,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.01,6.49,1.06,2.34,1.05,2.39,1.5,1.1,1.36,1.2,1.14
TEMP_0,7.52,1.01,2.91,1.11,3.01,1.11,1.67,1.22,1.58,1.38,0.76
PRES_0,1.1,2.57,1.01,7.28,1.1,2.27,1.52,1.17,1.44,1.2,1.01
PRES_1,2.58,1.07,7.81,1.01,2.44,1.11,1.64,1.14,1.48,1.39,0.81
DEWP_1,1.09,2.72,1.1,2.27,1.01,8.01,1.48,1.37,1.45,1.19,1.05
DEWP_0,2.66,1.06,2.42,1.11,8.54,1.01,1.7,1.02,1.47,1.39,0.79
WSPM_0,1.03,1.0,1.01,1.02,0.98,1.06,1.05,1.33,1.1,0.87,0.59
WSPM_1,2.67,2.54,2.73,2.49,3.23,2.22,4.69,1.2,2.36,2.97,2.58
PM10_0,1.28,1.29,1.31,1.26,1.31,1.26,1.49,0.94,1.04,2.57,7.19
PM10_1,1.9,1.9,1.83,1.98,1.82,2.0,2.04,1.83,4.36,1.09,1.8
PM10_2,7.87,4.48,6.73,4.92,6.93,4.85,5.9,6.7,42.31,7.89,1.09
