,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.93,0.98,0.96,0.98,0.95,1.21,0.64,1.03,0.79,0.38
TEMP_0,1.08,1.0,1.07,1.02,1.05,1.02,1.3,0.69,1.11,0.86,0.41
PRES_0,1.02,0.93,1.0,0.97,1.0,0.97,1.23,0.65,1.05,0.81,0.38
PRES_1,1.05,0.98,1.04,1.0,1.04,1.0,1.27,0.68,1.09,0.84,0.41
DEWP_1,1.02,0.95,1.0,0.96,1.0,0.97,1.23,0.65,1.05,0.81,0.39
DEWP_0,1.05,0.98,1.03,1.0,1.03,1.0,1.27,0.68,1.09,0.83,0.41
WSPM_0,0.83,0.77,0.81,0.79,0.81,0.79,1.0,0.53,0.86,0.65,0.31
WSPM_1,1.57,1.44,1.54,1.48,1.58,1.48,1.88,1.0,1.58,1.32,0.71
PM10_0,0.97,0.9,0.95,0.92,0.96,0.92,1.17,0.64,1.0,0.77,0.5
PM10_1,1.26,1.17,1.23,1.19,1.23,1.2,1.52,0.77,1.33,1.0,0.45
PM10_2,2.65,2.42,2.63,2.46,2.6,2.48,3.17,1.47,1.91,2.09,1.0
