,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.01,,1.37,62682.5,1.01,31009027391.33,4.01,352.66,9.96,207.56,9589.85
TEMP_1,,,,,,,,,,,
PRES_1,1.01,935776807942.75,1.43,24445.36,1.01,26315591860.69,3.99,360.91,10.28,197.29,9041.21
PRES_0,1.01,,0.65,574083.86,1.02,,4.31,235.88,5.82,342.54,16773.37
DEWP_0,1.01,873362792035.5,1.38,61830.34,1.02,21670946897.79,4.01,352.88,10.0,207.1,9533.7
DEWP_1,1.01,,0.98,,0.86,3201255087264.0,4.56,,,300.21,
WSPM_0,1.01,1105529003286.02,1.37,66917.03,1.01,32186573975.95,4.46,218.19,8.84,240.99,11197.8
WSPM_1,1.01,,1.39,50431.46,1.01,,2.74,730.67,13.16,112.47,5004.74
PM10_0,1.01,1207600178208.44,1.41,35889.69,1.01,,3.69,499.04,14.06,99.29,1602.4
PM10_1,1.01,,1.33,99657.37,1.01,37054573140.7,4.47,157.27,5.36,429.16,8793.17
PM10_2,1.0,,1.31,109922.73,1.01,103540966754.79,4.45,104.13,0.92,201.18,52315.27
