,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,,1.0,0.25,0.96,0.62,0.91,0.73,0.31
PRES_0,1.0,1.0,,1.0,0.25,0.96,0.62,0.91,0.73,0.31
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,,1.0,,0.96,0.62,0.91,0.73,0.31
DEWP_0,3.93,3.93,,,1.0,3.73,2.44,3.51,,
WSPM_0,1.04,1.04,,1.04,0.27,1.0,0.64,0.94,0.76,0.34
WSPM_1,1.62,1.62,,1.62,0.41,1.56,1.0,1.44,1.29,
PM10_0,1.1,1.1,,1.1,0.28,1.06,0.69,1.0,0.81,
PM10_1,1.36,1.36,,1.36,,1.32,0.78,1.24,1.0,0.41
PM10_2,3.26,3.26,,3.26,,2.94,,,2.44,1.0
