,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,2033.75,1.12,25.82,1.0,1298.0,1.72,8.06,2.21,6.52,17.38
TEMP_1,,,,,,,,,,,
PRES_1,1.0,2837.63,1.15,13.12,1.0,1122.24,1.72,8.25,2.27,6.25,16.37
PRES_0,1.0,,0.71,195.62,1.01,3630.81,1.82,5.42,1.5,10.2,30.63
DEWP_0,1.0,2648.37,1.12,25.54,1.0,1047.38,1.72,8.07,2.22,6.52,17.3
DEWP_1,1.0,,1.09,,1.01,86184.0,1.83,,,8.05,
WSPM_0,1.0,3438.35,1.12,26.61,1.0,1243.52,1.81,6.14,2.05,7.35,19.35
WSPM_1,1.0,,1.12,23.46,1.01,,1.48,13.47,2.68,4.21,11.74
PM10_0,1.0,2773.52,1.14,17.18,1.0,,1.66,10.65,2.85,4.15,5.5
PM10_1,1.0,,1.1,37.81,1.0,1605.63,1.82,4.81,1.62,10.99,18.47
PM10_2,1.0,,1.09,41.35,1.0,3559.07,1.81,3.01,0.52,7.46,74.18
