,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.16,0.6,0.86,1.02,1.11,0.48,1.1,0.93,1.02,0.98,0.57
TEMP_0,0.68,1.2,1.12,0.55,0.74,1.1,1.11,0.95,1.02,0.99,0.67
PRES_1,0.85,1.02,1.11,0.5,0.83,0.93,1.06,0.92,1.0,0.94,0.61
PRES_0,1.18,0.63,0.63,1.29,1.17,0.47,1.16,0.96,1.06,1.05,0.61
DEWP_1,1.08,0.72,0.88,0.95,1.12,0.41,1.08,0.81,0.96,1.02,0.61
DEWP_0,0.71,1.2,1.16,0.54,0.53,1.26,1.13,1.13,1.12,0.91,0.63
WSPM_0,0.91,0.86,0.92,0.78,0.91,0.74,1.04,0.81,0.94,0.94,0.58
WSPM_1,1.07,1.14,1.19,1.0,1.01,1.18,1.24,1.5,1.31,1.04,0.85
PM10_0,0.95,0.89,0.99,0.8,0.91,0.88,1.08,1.1,1.14,0.79,0.46
PM10_1,1.05,0.97,1.02,0.9,1.07,0.76,1.17,0.76,0.96,1.28,0.63
PM10_2,1.08,1.31,1.26,1.12,1.17,0.96,1.38,0.36,0.33,1.31,1.77
