,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,2.27,0.99,1.23,1.0,1.57,0.93,0.83,0.94,0.85,1.02
TEMP_1,,,,,,,,,,,
PRES_1,0.95,1.93,0.93,1.42,0.95,1.69,0.88,0.79,0.89,0.81,0.99
PRES_0,0.14,,0.14,0.07,0.14,0.1,0.13,0.1,0.13,0.11,0.11
DEWP_0,1.0,2.11,0.99,1.23,1.0,1.65,0.93,0.83,0.94,0.85,1.02
DEWP_1,0.01,,0.01,,0.01,,0.01,,0.01,0.01,
WSPM_0,0.8,1.39,0.79,0.88,0.8,0.94,0.74,0.7,0.77,0.63,0.7
WSPM_1,0.37,,0.36,0.66,0.37,,0.35,0.27,0.32,0.42,0.92
PM10_0,0.67,1.57,0.66,1.08,0.67,4.02,0.63,0.53,0.59,0.63,1.22
PM10_1,0.4,0.61,0.39,0.36,0.4,0.46,0.37,0.38,0.41,0.3,0.31
PM10_2,0.19,,0.19,0.22,0.19,0.12,0.18,0.14,0.2,0.16,0.11
