,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.97,0.14,0.51,0.61,0.89,0.15,0.96,0.3,0.69,0.49,0.1
TEMP_0,0.16,0.97,0.92,0.15,0.37,0.71,0.93,0.28,0.64,0.47,0.17
PRES_1,0.44,0.71,0.99,0.09,0.51,0.57,0.93,0.3,0.69,0.45,0.13
PRES_0,0.88,0.18,0.16,0.97,0.92,0.11,0.97,0.27,0.62,0.54,0.12
DEWP_1,0.8,0.31,0.55,0.56,0.99,0.06,0.99,0.2,0.6,0.56,0.14
DEWP_0,0.24,0.88,0.95,0.12,0.1,0.98,0.88,0.44,0.78,0.34,0.12
WSPM_0,0.6,0.52,0.69,0.4,0.69,0.36,0.99,0.2,0.63,0.52,0.14
WSPM_1,0.56,0.56,0.77,0.33,0.41,0.69,0.7,0.81,0.9,0.26,0.04
PM10_0,0.6,0.51,0.73,0.35,0.57,0.5,0.91,0.43,0.97,0.22,0.01
PM10_1,0.61,0.52,0.66,0.45,0.77,0.28,1.0,0.12,0.35,0.93,0.12
PM10_2,0.46,0.67,0.71,0.43,0.66,0.37,0.99,0.03,0.02,0.44,0.9
