,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.09,0.96,0.34,1.0,0.1,0.81,0.44,0.73,0.48,0.37
TEMP_1,,,,,,,,,,,
PRES_1,1.06,0.08,1.0,0.46,1.05,0.11,0.85,0.47,0.77,0.51,0.39
PRES_0,7.39,,7.83,1.03,7.38,0.36,5.94,2.97,5.53,3.2,2.17
DEWP_0,1.0,0.08,0.96,0.34,1.0,0.1,0.81,0.44,0.74,0.48,0.37
DEWP_1,79.44,,78.45,,79.34,1.16,68.85,,,36.63,
WSPM_0,1.26,0.09,1.2,0.39,1.25,0.09,1.0,0.6,0.95,0.55,0.39
WSPM_1,2.73,,2.6,1.49,2.73,,2.26,1.02,1.84,1.89,2.47
PM10_0,1.5,0.15,1.43,0.72,1.49,,1.21,0.62,1.01,0.81,1.06
PM10_1,2.52,0.14,2.42,0.63,2.51,0.17,2.01,1.31,2.11,1.02,0.72
PM10_2,5.18,,4.95,1.59,5.17,0.21,4.21,2.14,4.69,2.41,1.03
