,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.05,0.9,1.24,0.93,1.17,0.79,1.9,0.97,1.25,2.44
TEMP_0,0.94,1.0,0.84,1.19,0.87,1.11,0.74,1.79,0.91,1.18,2.3
PRES_1,1.11,1.18,1.0,1.39,1.03,1.31,0.88,2.12,1.08,1.39,2.74
PRES_0,0.81,0.84,0.71,1.0,0.74,0.94,0.63,1.53,0.78,1.01,1.94
DEWP_1,1.08,1.15,0.97,1.34,1.0,1.25,0.85,1.99,1.05,1.35,2.64
DEWP_0,0.85,0.9,0.76,1.05,0.79,1.0,0.67,1.64,0.82,1.06,2.07
WSPM_0,1.27,1.35,1.14,1.58,1.17,1.5,1.0,2.41,1.24,1.57,3.09
WSPM_1,0.53,0.56,0.47,0.65,0.5,0.61,0.42,1.0,0.5,0.73,1.65
PM10_0,1.03,1.09,0.92,1.28,0.95,1.21,0.81,1.99,1.0,1.27,
PM10_1,0.8,0.85,0.72,0.99,0.74,0.95,0.64,1.36,0.79,1.0,1.9
PM10_2,0.41,0.43,0.37,0.51,0.38,0.48,0.32,0.61,,0.53,1.0
