,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.01,1.73,1.14,1.5,1.4,0.96,1.16,0.81,1.06,0.95,0.61
TEMP_0,2.69,1.03,2.25,1.09,1.4,2.24,1.53,1.28,1.44,1.41,0.82
PRES_0,1.02,1.19,1.01,2.24,1.29,0.91,1.08,0.81,1.02,0.88,0.53
PRES_1,2.45,1.26,4.2,1.01,1.53,2.93,1.74,1.27,1.54,1.64,1.08
DEWP_0,1.47,0.94,1.54,0.92,1.01,2.37,1.24,0.87,1.09,1.09,0.68
DEWP_1,1.33,1.85,1.42,2.1,3.06,1.01,1.41,1.13,1.4,1.16,0.72
WSPM_0,1.15,0.95,1.19,0.99,1.17,0.99,1.02,0.92,1.04,0.89,0.52
WSPM_1,1.79,1.74,1.95,1.62,1.73,1.95,1.96,1.06,1.5,1.6,1.17
PM10_0,1.47,1.23,1.59,1.18,1.36,1.45,1.39,0.97,1.03,1.55,2.01
PM10_1,1.52,1.4,1.6,1.46,1.66,1.35,1.46,1.15,1.85,1.04,0.78
PM10_2,5.39,4.25,5.29,4.99,5.45,4.72,4.85,4.03,7.57,4.41,1.08
