,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.04,0.11,0.08,0.04,0.05,0.14,0.07,0.02,0.05,0.04,0.05
TEMP_0,0.06,0.02,0.03,0.07,0.07,0.02,0.04,0.01,0.04,0.02,0.02
PRES_1,0.16,0.11,0.12,0.28,0.19,0.11,0.16,0.05,0.13,0.09,0.08
PRES_0,0.01,0.02,0.02,,0.01,0.03,0.01,,0.01,0.01,0.01
DEWP_1,0.08,0.16,0.14,0.08,0.09,0.33,0.12,0.04,0.1,0.07,0.06
DEWP_0,0.03,0.01,0.01,0.04,0.05,0.01,0.02,,0.01,0.01,0.01
WSPM_0,0.38,0.4,0.45,0.36,0.44,0.47,0.45,0.15,0.38,0.24,0.19
WSPM_1,,,,,,,,,,,
PM10_0,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.02,0.06,0.06,0.29
PM10_1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,,
PM10_2,,,,,,,,,,,
