,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.29,1.17,1.2,0.97,1.08,1.36,1.23,1.69,1.34,1.46,1.92
TEMP_0,0.95,1.57,0.94,1.53,1.29,0.81,1.22,1.64,1.33,1.41,1.98
PRES_0,1.26,1.24,1.23,0.89,1.1,1.33,1.24,1.68,1.33,1.47,1.9
PRES_1,0.96,1.53,0.8,1.68,1.29,0.78,1.22,1.65,1.36,1.4,2.04
DEWP_0,1.07,1.51,1.01,1.42,1.33,0.83,1.22,1.66,1.35,1.41,2.08
DEWP_1,1.27,1.1,1.21,0.91,0.93,1.5,1.24,1.69,1.32,1.48,1.76
WSPM_0,1.16,1.35,1.09,1.26,1.15,1.16,1.23,1.66,1.33,1.44,1.83
WSPM_1,1.18,1.34,1.12,1.16,1.2,1.19,1.22,1.69,1.36,1.45,2.19
PM10_0,1.14,1.34,1.08,1.25,1.18,1.16,1.22,1.69,1.43,1.36,1.94
PM10_1,1.18,1.33,1.1,1.2,1.15,1.17,1.24,1.68,1.33,1.52,1.69
PM10_2,1.19,1.41,1.22,1.22,1.22,1.22,1.23,1.54,0.75,1.49,3.26
