,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.24,1.0,0.36,1.03,1.33,1.05,1.1,0.72
PRES_0,1.0,1.0,0.2,1.0,0.36,1.03,1.33,1.05,1.1,0.72
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.24,1.0,0.32,1.03,1.33,1.05,1.1,0.71
DEWP_0,1.57,1.57,,1.57,4.35,1.62,2.31,1.7,2.07,3.18
WSPM_0,1.01,1.01,0.3,1.01,0.31,1.05,1.33,1.07,1.1,0.7
WSPM_1,1.21,1.21,,1.21,0.73,1.25,1.73,1.27,1.43,1.1
PM10_0,1.04,1.04,0.3,1.04,0.45,1.07,1.41,1.12,1.06,0.63
PM10_1,1.13,1.13,,1.13,0.22,1.16,1.4,1.14,1.42,0.99
PM10_2,1.59,1.59,,1.59,,1.64,1.89,1.58,2.06,3.44
