,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.65,1.74,1.26,0.6,0.79,2.14,1.03,0.3,0.8,0.58,0.69
TEMP_0,1.62,0.6,0.87,1.7,1.76,0.61,1.09,0.33,0.92,0.62,0.4
PRES_1,1.0,0.65,0.75,1.72,1.19,0.67,0.98,0.3,0.79,0.56,0.47
PRES_0,0.78,2.26,2.38,0.48,0.91,3.07,1.18,0.32,0.94,0.63,0.6
DEWP_1,0.67,1.27,1.14,0.6,0.72,2.61,0.99,0.31,0.83,0.52,0.47
DEWP_0,1.75,0.64,0.9,2.31,3.32,0.52,1.17,0.31,0.87,0.74,0.59
WSPM_0,0.75,0.8,0.89,0.71,0.86,0.93,0.9,0.29,0.75,0.47,0.38
WSPM_1,1.55,1.08,1.38,1.67,2.32,0.89,1.6,0.3,1.02,1.51,4.91
PM10_0,0.89,0.88,0.99,0.95,1.14,0.81,1.03,0.26,0.67,0.75,3.48
PM10_1,0.97,1.08,1.2,0.82,1.05,1.5,1.18,0.45,1.23,0.49,0.38
PM10_2,1.79,1.2,1.65,1.44,1.88,1.61,1.77,0.79,3.29,0.92,0.19
