,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.4,1.02,0.86,1.0,0.75,1.18,1.51,1.14,1.4,1.08
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.54,1.05,0.46,1.0,0.65,1.18,1.54,1.16,1.35,1.02
PRES_0,1.0,,0.7,6.11,1.0,2.11,1.23,1.04,0.8,2.11,1.9
DEWP_0,1.0,0.5,1.02,0.85,1.0,0.62,1.18,1.51,1.14,1.4,1.08
DEWP_1,1.0,,1.05,,1.0,43.77,1.24,,,1.62,
WSPM_0,1.0,0.66,1.02,0.87,1.0,0.66,1.22,1.2,1.06,1.56,1.19
WSPM_1,1.0,,1.03,0.81,1.0,,1.06,2.38,1.34,0.96,0.77
PM10_0,1.0,0.46,1.04,0.6,1.0,,1.15,1.96,1.42,0.95,0.39
PM10_1,1.0,0.8,1.0,1.21,1.0,0.88,1.23,0.96,0.89,2.23,1.16
PM10_2,1.0,,1.0,1.34,1.0,1.81,1.22,0.57,0.33,1.61,4.31
