,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_1,,,,,,,,,,,
PRES_1,1.03,,0.97,6.26,1.03,1.4,1.04,1.0,0.99,1.09,1.1
PRES_0,2.9,,17.68,0.24,2.94,,2.61,4.28,5.91,1.68,1.59
DEWP_0,1.0,,1.0,1.01,1.0,,1.0,1.0,1.0,1.0,1.01
DEWP_1,10.3,,13.03,,,0.04,9.05,,,,
WSPM_0,1.13,,1.14,1.01,1.13,0.99,0.91,3.5,1.37,0.9,0.89
WSPM_1,1.71,,1.67,2.52,1.71,,5.3,0.59,1.14,5.72,7.18
PM10_0,1.24,,1.19,2.64,1.24,,1.48,0.85,0.77,6.74,
PM10_1,1.63,,1.74,0.92,1.64,,1.33,4.83,8.99,0.57,4.01
PM10_2,2.4,,2.56,1.34,2.42,,1.93,7.84,,6.04,0.31
