,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.73,1.13,0.99,0.69,0.81,1.21,0.92,0.46,0.79,0.67,0.73
TEMP_0,1.1,0.69,0.83,1.08,1.15,0.7,0.93,0.49,0.84,0.67,0.52
PRES_1,0.92,0.75,0.81,1.12,1.0,0.76,0.93,0.5,0.82,0.68,0.6
PRES_0,0.74,1.23,1.2,0.59,0.81,1.36,0.92,0.43,0.8,0.65,0.62
DEWP_1,0.76,1.02,0.97,0.71,0.79,1.34,0.92,0.47,0.82,0.65,0.59
DEWP_0,1.1,0.69,0.82,1.2,1.48,0.62,0.93,0.47,0.8,0.7,0.63
WSPM_0,0.84,0.87,0.91,0.79,0.89,0.91,0.92,0.49,0.83,0.64,0.55
WSPM_1,0.93,0.75,0.87,1.01,1.17,0.7,0.94,0.4,0.75,0.92,2.18
PM10_0,0.85,0.83,0.9,0.88,0.98,0.81,0.93,0.45,0.75,0.73,1.56
PM10_1,0.83,0.89,0.91,0.72,0.85,1.02,0.93,0.52,0.91,0.59,0.45
PM10_2,0.89,0.76,0.87,0.83,0.94,0.8,0.93,0.43,0.96,0.65,0.31
