,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.08,1.34,0.1,0.29,0.18,0.1,0.15,0.11,0.14,0.13,0.14
TEMP_0,0.25,0.01,0.04,0.01,0.02,0.06,0.02,0.03,0.02,0.03,0.02
PRES_0,0.14,0.32,0.12,3.65,0.25,0.14,0.19,0.18,0.21,0.17,0.16
PRES_1,0.03,0.01,0.27,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.02
DEWP_0,0.14,0.07,0.14,0.07,0.06,1.34,0.11,0.08,0.09,0.11,0.11
DEWP_1,0.03,0.08,0.03,0.11,0.51,0.02,0.03,0.05,0.05,0.03,0.03
WSPM_0,0.2,0.16,0.19,0.18,0.21,0.17,0.14,0.47,0.21,0.17,0.16
WSPM_1,0.01,0.02,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.02
PM10_0,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.04,0.03,0.22,
PM10_1,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.14,0.02,0.07
PM10_2,,,,,,,,,,,
