,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.87,1.09,0.95,1.21,1.13,0.82,0.92,0.67,0.85,0.77,0.56
TEMP_0,1.43,0.77,1.41,0.82,0.97,1.54,1.04,0.77,0.99,0.95,0.65
PRES_0,0.87,0.95,0.89,1.51,1.08,0.8,0.9,0.66,0.84,0.75,0.51
PRES_1,1.42,0.85,1.96,0.73,1.01,1.83,1.08,0.79,1.02,1.01,0.79
DEWP_0,1.11,0.76,1.18,0.79,0.85,1.52,0.94,0.69,0.88,0.84,0.61
DEWP_1,0.96,1.25,1.03,1.48,1.65,0.79,1.0,0.74,0.95,0.84,0.58
WSPM_0,0.94,0.83,1.0,0.91,0.99,0.88,0.89,0.68,0.86,0.76,0.5
WSPM_1,1.17,1.02,1.27,1.07,1.13,1.25,1.11,0.75,0.98,0.98,0.86
PM10_0,1.07,0.91,1.17,0.95,1.02,1.1,0.99,0.71,0.81,0.96,1.35
PM10_1,1.05,0.97,1.11,1.06,1.15,0.98,1.02,0.76,1.11,0.79,0.53
PM10_2,1.74,1.46,1.86,1.78,1.87,1.75,1.65,1.23,1.87,1.42,0.51
