,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.97,0.03,0.45,0.55,0.86,0.13,0.85,0.15,0.58,0.34,0.06
TEMP_0,0.04,0.96,0.89,0.11,0.34,0.66,0.85,0.15,0.54,0.34,0.12
PRES_1,0.36,0.64,0.98,0.02,0.47,0.53,0.84,0.16,0.59,0.31,0.09
PRES_0,0.85,0.15,0.04,0.95,0.91,0.09,0.88,0.12,0.5,0.4,0.09
DEWP_1,0.74,0.26,0.49,0.5,0.98,0.02,0.93,0.07,0.48,0.41,0.09
DEWP_0,0.19,0.81,0.92,0.08,0.03,0.97,0.73,0.27,0.69,0.22,0.08
WSPM_0,0.53,0.47,0.64,0.35,0.67,0.33,0.94,0.05,0.51,0.38,0.1
WSPM_1,0.53,0.46,0.72,0.27,0.33,0.67,0.32,0.68,0.85,0.13,0.01
PM10_0,0.54,0.45,0.69,0.31,0.53,0.47,0.77,0.23,0.94,0.06,
PM10_1,0.54,0.46,0.6,0.4,0.75,0.25,0.96,0.04,0.1,0.87,0.03
PM10_2,0.39,0.61,0.64,0.36,0.65,0.35,0.99,0.01,,0.13,0.86
