,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.11,1.01,0.5,1.0,0.23,1.11,1.15,1.02,1.09,0.7
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.14,1.03,0.27,1.0,0.2,1.11,1.18,1.04,1.05,0.66
PRES_0,1.0,,0.69,3.59,1.0,0.66,1.16,0.79,0.72,1.65,1.22
DEWP_0,1.0,0.13,1.01,0.5,1.0,0.19,1.11,1.16,1.02,1.09,0.69
DEWP_1,1.0,,1.04,,1.0,13.63,1.16,,,1.27,
WSPM_0,1.0,0.17,1.01,0.51,1.0,0.2,1.15,0.92,0.96,1.22,0.77
WSPM_1,1.0,,1.01,0.47,1.0,,1.0,1.82,1.21,0.75,0.49
PM10_0,1.0,0.12,1.02,0.35,1.0,,1.08,1.5,1.28,0.74,0.25
PM10_1,1.0,0.21,0.99,0.71,1.0,0.27,1.16,0.73,0.8,1.74,0.75
PM10_2,1.0,,0.99,0.79,1.0,0.56,1.15,0.44,0.3,1.26,2.78
