,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,23.15,1.34,3.7,115.56,9.61,16.63,1.89,2184.92,10.47,75.51,11858.73
TEMP_0,0.85,42.43,7.3,23.48,3.77,81.8,1.89,2146.61,9.84,73.66,21335.09
PRES_1,8.67,28.04,8.02,4.9,5.18,66.11,1.86,2394.96,10.75,68.26,16187.8
PRES_0,20.35,6.47,0.35,201.37,10.1,11.09,1.95,1730.54,9.07,86.85,16539.23
DEWP_1,17.71,11.36,4.06,106.42,10.93,1.93,2.05,1073.12,8.68,90.92,17230.79
DEWP_0,4.52,35.65,7.55,17.1,0.29,120.61,1.63,3938.59,12.59,48.27,14814.42
WSPM_0,12.66,20.66,5.29,74.82,7.43,41.01,2.09,813.09,9.27,82.7,18659.44
WSPM_1,12.79,20.43,5.95,57.87,3.62,83.39,0.71,10043.15,15.41,27.64,2599.5
PM10_0,13.02,19.95,5.68,64.6,5.85,58.48,1.7,3409.71,16.99,12.8,
PM10_1,12.84,20.31,4.94,83.74,8.36,30.58,2.12,642.98,1.77,190.34,6034.6
PM10_2,9.23,27.01,5.29,75.12,7.26,43.01,2.18,210.86,,29.29,159347.08
