,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.21,0.42,0.24,0.32,0.2,0.54,0.16,0.57,0.22,0.32,1.4
TEMP_0,0.25,0.15,0.13,0.37,0.21,0.19,0.11,0.4,0.16,0.23,0.71
PRES_1,0.53,0.47,0.35,1.17,0.48,0.58,0.31,1.1,0.43,0.63,2.26
PRES_0,0.06,0.11,0.09,0.07,0.05,0.17,0.04,0.15,0.06,0.08,0.31
DEWP_1,0.35,0.56,0.37,0.51,0.3,1.05,0.26,0.95,0.37,0.49,1.8
DEWP_0,0.13,0.08,0.07,0.24,0.16,0.09,0.06,0.2,0.08,0.13,0.46
WSPM_0,1.03,1.19,0.89,1.54,0.92,1.58,0.67,2.58,0.97,1.28,4.49
WSPM_1,0.01,0.01,,0.01,0.01,0.01,,0.01,,0.01,0.09
PM10_0,0.29,0.33,0.25,0.48,0.29,0.39,0.19,0.62,0.24,0.46,7.0
PM10_1,0.06,0.08,0.06,0.09,0.06,0.11,0.04,0.17,0.07,0.07,0.24
PM10_2,,,,,,,,,,,
