,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.11,0.96,0.37,1.0,0.11,0.81,0.48,0.76,0.52,0.4
TEMP_1,,,,,,,,,,,
PRES_1,1.06,0.1,1.0,0.53,1.05,0.13,0.86,0.5,0.8,0.55,0.43
PRES_0,7.39,,8.57,1.03,7.38,0.45,5.97,3.28,5.95,3.28,2.26
DEWP_0,1.0,0.1,0.96,0.37,1.0,0.12,0.82,0.48,0.76,0.52,0.4
DEWP_1,79.44,,78.45,,79.34,1.16,68.85,,,34.26,
WSPM_0,1.26,0.1,1.21,0.42,1.25,0.11,1.0,0.67,0.99,0.59,0.43
WSPM_1,2.73,,2.6,1.62,2.73,,2.34,1.04,1.86,2.12,2.73
PM10_0,1.49,0.14,1.42,0.78,1.49,,1.22,0.65,1.01,0.92,1.36
PM10_1,2.52,0.22,2.46,0.69,2.51,0.19,2.02,1.48,2.28,1.03,0.81
PM10_2,5.18,,4.99,1.64,5.17,0.25,4.24,2.63,5.57,2.55,1.04
