,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.61,1.05,0.73,1.32,1.05,0.58,0.68,0.41,0.63,0.52,0.39
TEMP_0,1.33,0.41,1.26,0.48,0.61,1.68,0.68,0.43,0.65,0.61,0.38
PRES_0,0.66,0.84,0.66,2.18,1.0,0.6,0.68,0.42,0.64,0.52,0.35
PRES_1,1.21,0.45,2.28,0.35,0.61,2.07,0.68,0.41,0.63,0.63,0.5
DEWP_0,0.96,0.48,1.09,0.55,0.57,1.97,0.69,0.41,0.63,0.59,0.41
DEWP_1,0.63,1.16,0.7,1.71,1.86,0.45,0.67,0.42,0.65,0.51,0.36
WSPM_0,0.77,0.65,0.86,0.79,0.86,0.73,0.66,0.45,0.67,0.53,0.34
WSPM_1,0.79,0.65,0.92,0.76,0.75,0.92,0.71,0.37,0.58,0.59,0.54
PM10_0,0.82,0.64,0.96,0.71,0.75,0.9,0.68,0.4,0.49,0.71,1.39
PM10_1,0.74,0.68,0.81,0.85,0.89,0.7,0.67,0.43,0.83,0.44,0.32
PM10_2,0.77,0.59,0.82,0.89,0.88,0.78,0.67,0.48,1.35,0.54,0.1
