,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.14,1.0,0.24,1.02,1.15,1.02,1.0,0.5
PRES_0,1.0,1.0,0.12,1.0,0.24,1.02,1.15,1.02,1.0,0.5
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.14,1.0,0.21,1.02,1.15,1.02,1.0,0.5
DEWP_0,1.8,1.8,,1.8,3.32,1.83,2.29,1.89,2.16,2.55
WSPM_0,1.02,1.02,0.18,1.02,0.21,1.04,1.15,1.04,1.01,0.49
WSPM_1,1.27,1.27,,1.27,0.51,1.3,1.57,1.3,1.36,0.81
PM10_0,1.05,1.05,0.18,1.05,0.3,1.07,1.24,1.1,0.97,0.45
PM10_1,1.16,1.16,,1.16,0.15,1.19,1.25,1.15,1.34,0.72
PM10_2,1.79,1.79,,1.79,,1.82,1.84,1.73,2.11,2.71
